No.,SecID,Name,Qflow[m3/h],Qflow[m3/h],SecType,Width[mm],Height[mm],Diam[m],Equiv. Diam[m],Vel[m/s],Pvel[Pa],Length[mm],Rough,DP/L[Pa/m],DP_Fric[Pa],FITTING T,Para1,Para2,Corr,C[-],DP[Pa],FITTING S1,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S2,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S3,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S4,Para1,Para2,Para3,Corr,C[-],DP[Pa],DP_Total[Pa],DP_Unbal[Pa],RoomP[Pa],Pres[Pa],Psum[Pa],56,57,58,59,TreeID,TreeLevel,BranLevel,BranID,ElemID,PathInfo,cDesc
-190 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ STRT 2 of BRANCH /P-ME003-H22A-007/B2, =469800554/2062,300,300,CIRC,0,0,100,100,10.6103,67.5475,292,0.09,15.3319,4.4769,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.4769,0,0,-128.9443,228.1695,,,,,-9,57,6,33,5,-4,STRT 2 of BRANCH /P-ME003-H22A-007/B2
-189 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ BEND 1 of BRANCH /P-ME003-H22A-007/B2, =469784170/62707,300,300,CIRC,0,0,100,100,10.6103,67.5475,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-128.9443,223.6925,,,,,-9,56,6,33,4,-4,BEND 1 of BRANCH /P-ME003-H22A-007/B2
-188 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ STRT 1 of BRANCH /P-ME003-H22A-007/B2, =469784170/40562,300,300,CIRC,0,0,100,100,10.6103,67.5475,732,0.09,15.3319,11.223,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,11.223,0,0,-140.1672,223.6925,,,,,-9,55,6,33,3,-4,STRT 1 of BRANCH /P-ME003-H22A-007/B2
-187 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ TAPER 1 of BRANCH /P-ME003-H22A-007/B1, =469784170/40546,300,300,CIRC,0,0,100,100,10.6103,67.5475,75,0.09,15.3319,1.1499,,0,0,0,0,0,ED4-1,18,0.64,0,0,0.11952,8.0733,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,9.2232,0,0,-149.3904,212.4696,,,,,-9,54,6,33,2,-4,TAPER 1 of BRANCH /P-ME003-H22A-007/B1
-186 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¦£ STRT 6 of BRANCH /P-ME003-H22A-007/B1, =469792362/12896,300,300,CIRC,0,0,125,125,6.7906,27.6674,11,0.09,5.0512,0.055564,ED5-3(S),0,0,0,3.3558e-05,0.00092846,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.056493,0,0,-149.4469,203.2464,,,,,-3,53,6,33,1,-4,STRT 6 of BRANCH /P-ME003-H22A-007/B1
-185 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¦¢ STRT (=469784170/40647), C=469784170/40647,80,80,CIRC,0,0,100,100,2.8294,4.8034,10,0.09,1.3505,0.013505,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4152,0,0,-2.4152,205.6038,,,,,-1,54,6,32,2,-1026,STRT (=469784170/40647)
-184 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¦§ FLEXIBLE 1 of BRANCH /P-ME003-072/B6, =469784170/40647,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,ED5-3(B),0,0,0,-0.00027582,-0.0013249,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,-0.0013249,147.033,0,-2.4139,203.1886,,,,,-3,53,6,32,1,-26,FLEXIBLE 1 of BRANCH /P-ME003-072/B6
-183 ,¡¡ ¡¡ ¦¢ ¡¡ ¡¡ TEE 2 of BRANCH /P-ME003-H22A-007/B1, =469784170/40557,380,380,CIRC,0,0,125,125,8.6014,44.3909,90,0.09,7.8411,0.7057,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.7057,0,0,-150.1526,203.1899,,,,,-2,52,5,31,2,-4,TEE 2 of BRANCH /P-ME003-H22A-007/B1
-182 ,¡¡ ¡¡ ¦¢ ¡¡ ¦£ STRT 5 of BRANCH /P-ME003-H22A-007/B1, =469792362/12894,380,380,CIRC,0,0,125,125,8.6014,44.3909,633,0.09,7.8411,4.9634,ED5-3(S),0,0,0,2.2922e-05,0.0010175,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.9644,0,0,-155.117,202.4842,,,,,-3,51,5,31,1,-4,STRT 5 of BRANCH /P-ME003-H22A-007/B1
-181 ,¡¡ ¡¡ ¦¢ ¡¡ ¦¢ STRT (=469784170/40644), C=469784170/40644,80,80,CIRC,0,0,100,100,2.8294,4.8034,10,0.09,1.3505,0.013505,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4152,0,0,-2.4152,199.9303,,,,,-1,52,5,30,2,-1028,STRT (=469784170/40644)
-180 ,¡¡ ¡¡ ¦¢ ¡¡ ¦§ FLEXIBLE 1 of BRANCH /P-ME003-072/B5, =469784170/40644,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,ED5-3(B),0,0,0,-0.0009689,-0.004654,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,-0.004654,152.7065,0,-2.4105,197.5151,,,,,-3,51,5,30,1,-28,FLEXIBLE 1 of BRANCH /P-ME003-072/B5
-179 ,¡¡ ¡¡ ¦¢ ¡¡ TEE 1 of BRANCH /P-ME003-H22A-007/B1, =469784170/40551,460,460,CIRC,0,0,125,125,10.4123,65.0492,90,0.09,11.2149,1.0093,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.0093,0,0,-156.1264,197.5197,,,,,-2,50,4,29,17,-4,TEE 1 of BRANCH /P-ME003-H22A-007/B1
-178 ,¡¡ ¡¡ ¦¢ ¡¡ STRT 4 of BRANCH /P-ME003-H22A-007/B1, =469800554/2061,460,460,CIRC,0,0,125,125,10.4123,65.0492,312,0.09,11.2149,3.4991,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,3.4991,0,0,-159.6255,196.5104,,,,,-9,49,4,29,16,-4,STRT 4 of BRANCH /P-ME003-H22A-007/B1
-177 ,¡¡ ¡¡ ¦¢ ¡¡ BEND 4 of BRANCH /P-ME003-H22A-007/B1, =469784170/62699,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-159.6255,193.0113,,,,,-9,48,4,29,15,-4,BEND 4 of BRANCH /P-ME003-H22A-007/B1
-176 ,¡¡ ¡¡ ¦¢ ¡¡ STRT 3 of BRANCH /P-ME003-H22A-007/B1, =469800554/2060,460,460,CIRC,0,0,125,125,10.4123,65.0492,129,0.09,11.2149,1.4467,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.4467,0,0,-161.0722,193.0113,,,,,-9,47,4,29,14,-4,STRT 3 of BRANCH /P-ME003-H22A-007/B1
-175 ,¡¡ ¡¡ ¦¢ ¡¡ BEND 3 of BRANCH /P-ME003-H22A-007/B1, =469784170/62698,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-161.0722,191.5646,,,,,-9,46,4,29,13,-4,BEND 3 of BRANCH /P-ME003-H22A-007/B1
-174 ,¡¡ ¡¡ ¦¢ ¡¡ STRT 2 of BRANCH /P-ME003-H22A-007/B1, =469792362/16957,460,460,CIRC,0,0,125,125,10.4123,65.0492,650,0.09,11.2149,7.2897,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,7.2897,0,0,-168.3619,191.5646,,,,,-9,45,4,29,12,-4,STRT 2 of BRANCH /P-ME003-H22A-007/B1
-173 ,¡¡ ¡¡ ¦¢ ¡¡ BEND 2 of BRANCH /P-ME003-H22A-007/B1, =469784170/44514,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-168.3619,184.2749,,,,,-9,44,4,29,11,-4,BEND 2 of BRANCH /P-ME003-H22A-007/B1
-172 ,¡¡ ¡¡ ¦¢ ¡¡ STRT 1 of BRANCH /P-ME003-H22A-007/B1, =469792362/15791,460,460,CIRC,0,0,125,125,10.4123,65.0492,409,0.09,11.2149,4.5869,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.5869,0,0,-172.9488,184.2749,,,,,-9,43,4,29,10,-4,STRT 1 of BRANCH /P-ME003-H22A-007/B1
-171 ,¡¡ ¡¡ ¦¢ ¡¡ BEND 1 of BRANCH /P-ME003-H22A-007/B1, =469784170/44513,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-172.9488,179.688,,,,,-9,42,4,29,9,-4,BEND 1 of BRANCH /P-ME003-H22A-007/B1
-170 ,¡¡ ¡¡ ¦¢ ¡¡ STRT 15 of BRANCH /P-ME003-H22A-006/B1, =469792362/16895,460,460,CIRC,0,0,125,125,10.4123,65.0492,677,0.09,11.2149,7.5925,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,7.5925,0,0,-180.5413,179.688,,,,,-9,41,4,29,8,-4,STRT 15 of BRANCH /P-ME003-H22A-006/B1
-169 ,¡¡ ¡¡ ¦¢ ¡¡ BEND 11 of BRANCH /P-ME003-H22A-006/B1, =469784170/70035,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-180.5413,172.0955,,,,,-9,40,4,29,7,-4,BEND 11 of BRANCH /P-ME003-H22A-006/B1
-168 ,¡¡ ¡¡ ¦¢ ¡¡ STRT 14 of BRANCH /P-ME003-H22A-006/B1, =469792362/16894,460,460,CIRC,0,0,125,125,10.4123,65.0492,227,0.09,11.2149,2.5458,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.5458,0,0,-183.0871,172.0955,,,,,-9,39,4,29,6,-4,STRT 14 of BRANCH /P-ME003-H22A-006/B1
-167 ,¡¡ ¡¡ ¦¢ ¡¡ BEND 10 of BRANCH /P-ME003-H22A-006/B1, =469784170/70032,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-183.0871,169.5497,,,,,-9,38,4,29,5,-4,BEND 10 of BRANCH /P-ME003-H22A-006/B1
-166 ,¡¡ ¡¡ ¦¢ ¡¡ STRT 13 of BRANCH /P-ME003-H22A-006/B1, =469792362/16893,460,460,CIRC,0,0,125,125,10.4123,65.0492,100,0.09,11.2149,1.1215,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.1215,0,0,-184.2086,169.5497,,,,,-9,37,4,29,4,-4,STRT 13 of BRANCH /P-ME003-H22A-006/B1
-165 ,¡¡ ¡¡ ¦¢ ¡¡ BEND 9 of BRANCH /P-ME003-H22A-006/B1, =469784170/70000,460,460,CIRC,0,0,125,125,10.4123,65.0492,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-184.2086,168.4282,,,,,-9,36,4,29,3,-4,BEND 9 of BRANCH /P-ME003-H22A-006/B1
-164 ,¡¡ ¡¡ ¦¢ ¡¡ STRT 12 of BRANCH /P-ME003-H22A-006/B1, =469784170/70028,460,460,CIRC,0,0,125,125,10.4123,65.0492,102,0.09,11.2149,1.1439,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.1439,0,0,-185.3525,168.4282,,,,,-9,35,4,29,2,-4,STRT 12 of BRANCH /P-ME003-H22A-006/B1
-163 ,¡¡ ¡¡ ¦¢ ¦£ TAPER 1 of BRANCH /P-ME003-H22A-006/B1, =469784170/69999,460,460,CIRC,0,0,125,125,10.4123,65.0492,75,0.09,11.2149,0.84112,ED5-3(S),0,0,0,0.00012332,0.0080221,ED4-1,26,0.61,0,0,0.20904,13.5979,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,14.447,0,0,-199.7996,167.2843,,,,,-3,34,4,29,1,-4,TAPER 1 of BRANCH /P-ME003-H22A-006/B1
-162 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ FLEXIBLE 1 of BRANCH /P-ME003-021/B5, =469784170/40632,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,277.5806,,,,,-1,65,7,28,4,-1011,FLEXIBLE 1 of BRANCH /P-ME003-021/B5
-161 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ STRT 4 of BRANCH /P-ME003-021/B5, =469784170/40540,80,80,CIRC,0,0,100,100,2.8294,4.8034,99,0.09,1.3505,0.1337,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.1337,0,0,-2.5354,275.1789,,,,,-9,64,7,28,3,-11,STRT 4 of BRANCH /P-ME003-021/B5
-160 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¡¡ BEND 2 of BRANCH /P-ME003-021/B5, =469784170/40538,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-2.5354,275.0452,,,,,-9,63,7,28,2,-11,BEND 2 of BRANCH /P-ME003-021/B5
-159 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦£ STRT 3 of BRANCH /P-ME003-021/B5, =469784170/40539,80,80,CIRC,0,0,100,100,2.8294,4.8034,2084,0.09,1.3505,2.8144,ED5-3(S),0,0,0,0.000192,0.00092225,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.8154,0,0,-5.3508,275.0452,,,,,-3,62,7,28,1,-11,STRT 3 of BRANCH /P-ME003-021/B5
-158 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦¢ FLEXIBLE 1 of BRANCH /P-ME003-021/B8, =469784170/40635,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,275.4697,,,,,-1,63,7,27,2,-1012,FLEXIBLE 1 of BRANCH /P-ME003-021/B8
-157 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ ¦§ STRT 1 of BRANCH /P-ME003-021/B8, =469784170/40634,80,80,CIRC,0,0,100,100,2.8294,4.8034,620,0.09,1.3505,0.83731,ED5-3(B),0,0,0,0.000168,0.00080697,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.83812,2.111,0,-3.2398,273.068,,,,,-3,62,7,27,1,-12,STRT 1 of BRANCH /P-ME003-021/B8
-156 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ TEE 1 of BRANCH /P-ME003-021/B5, =469784170/40537,160,160,CIRC,0,0,100,100,5.6588,19.2135,80,0.09,4.7651,0.38121,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.38121,0,0,-5.732,272.2299,,,,,-2,61,6,26,14,-11,TEE 1 of BRANCH /P-ME003-021/B5
-155 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 2 of BRANCH /P-ME003-021/B5, =469792362/12847,160,160,CIRC,0,0,100,100,5.6588,19.2135,987,0.09,4.7651,4.7032,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.7032,0,0,-10.4352,271.8487,,,,,-9,60,6,26,13,-11,STRT 2 of BRANCH /P-ME003-021/B5
-154 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 1 of BRANCH /P-ME003-021/B5, =469784170/40535,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-10.4352,267.1455,,,,,-9,59,6,26,12,-11,BEND 1 of BRANCH /P-ME003-021/B5
-153 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 1 of BRANCH /P-ME003-021/B5, =469792362/12846,160,160,CIRC,0,0,100,100,5.6588,19.2135,2799,0.09,4.7651,13.3376,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,13.3376,0,0,-23.7728,267.1455,,,,,-9,58,6,26,11,-11,STRT 1 of BRANCH /P-ME003-021/B5
-152 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ DAMPER 1 of BRANCH /P-ME003-921/B2, =469784170/47134,160,160,CIRC,0,0,100,100,5.6588,19.2135,200,0.09,4.7651,0.95303,,0,0,0,0,0,A-15G,0,0,0,0,0.5,9.6067,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,10.5598,0,0,-34.3326,253.8078,,,,,-9,57,6,26,10,-11,DAMPER 1 of BRANCH /P-ME003-921/B2
-151 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 7 of BRANCH /P-ME003-021/B6, =469800554/2080,160,160,CIRC,0,0,100,100,5.6588,19.2135,1950,0.09,4.7651,9.292,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,9.292,0,0,-43.6246,243.248,,,,,-9,56,6,26,9,-11,STRT 7 of BRANCH /P-ME003-021/B6
-150 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 4 of BRANCH /P-ME003-021/B6, =469800554/2078,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-43.6246,233.956,,,,,-9,55,6,26,8,-11,BEND 4 of BRANCH /P-ME003-021/B6
-149 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 6 of BRANCH /P-ME003-021/B6, =469800554/2082,160,160,CIRC,0,0,100,100,5.6588,19.2135,109,0.09,4.7651,0.5194,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.5194,0,0,-44.144,233.956,,,,,-9,54,6,26,7,-11,STRT 6 of BRANCH /P-ME003-021/B6
-148 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 3 of BRANCH /P-ME003-021/B6, =469800554/2077,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-44.144,233.4366,,,,,-9,53,6,26,6,-11,BEND 3 of BRANCH /P-ME003-021/B6
-147 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 5 of BRANCH /P-ME003-021/B6, =469784170/40533,160,160,CIRC,0,0,100,100,5.6588,19.2135,1034,0.09,4.7651,4.9272,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.9272,0,0,-49.0712,233.4366,,,,,-9,52,6,26,5,-11,STRT 5 of BRANCH /P-ME003-021/B6
-146 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 2 of BRANCH /P-ME003-021/B6, =469800554/2071,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-49.0712,228.5094,,,,,-9,51,6,26,4,-11,BEND 2 of BRANCH /P-ME003-021/B6
-145 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ STRT 4 of BRANCH /P-ME003-021/B6, =469800554/2074,160,160,CIRC,0,0,100,100,5.6588,19.2135,124,0.09,4.7651,0.59088,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.59088,0,0,-49.6621,228.5094,,,,,-9,50,6,26,3,-11,STRT 4 of BRANCH /P-ME003-021/B6
-144 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¡¡ BEND 1 of BRANCH /P-ME003-021/B6, =469800554/2070,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-49.6621,227.9185,,,,,-9,49,6,26,2,-11,BEND 1 of BRANCH /P-ME003-021/B6
-143 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦£ STRT 3 of BRANCH /P-ME003-021/B6, =469800554/2068,160,160,CIRC,0,0,100,100,5.6588,19.2135,100,0.09,4.7651,0.47651,ED5-3(S),0,0,0,6.3333e-05,0.0012169,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.47773,0,0,-50.1398,227.9185,,,,,-3,48,6,26,1,-11,STRT 3 of BRANCH /P-ME003-021/B6
-142 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦¢ STRT (=469784170/40638), C=469784170/40638,80,80,CIRC,0,0,100,100,2.8294,4.8034,10,0.09,1.3505,0.013505,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4152,0,0,-2.4152,229.856,,,,,-1,49,6,25,2,-1019,STRT (=469784170/40638)
-141 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦§ FLEXIBLE 1 of BRANCH /P-ME003-021/B7, =469784170/40638,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,ED5-3(B),0,0,0,-1e-05,-4.8034e-05,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,-4.8034e-05,47.7247,0,-2.4151,227.4408,,,,,-3,48,6,25,1,-19,FLEXIBLE 1 of BRANCH /P-ME003-021/B7
-140 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ TEE 1 of BRANCH /P-ME003-021/B6, =469784170/40531,240,240,CIRC,0,0,100,100,8.4883,43.2304,80,0.09,10.0977,0.80782,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.80782,0,0,-50.9476,227.4408,,,,,-2,47,5,24,4,-11,TEE 1 of BRANCH /P-ME003-021/B6
-139 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ STRT 2 of BRANCH /P-ME003-021/B6, =469792362/12845,240,240,CIRC,0,0,100,100,8.4883,43.2304,144,0.09,10.0977,1.4541,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.4541,0,0,-52.4017,226.633,,,,,-9,46,5,24,3,-11,STRT 2 of BRANCH /P-ME003-021/B6
-138 ,¡¡ ¡¡ ¦¢ ¦¢ ¡¡ STRT 1 of BRANCH /P-ME003-021/B6, =469784170/41472,240,240,CIRC,0,0,100,100,8.4883,43.2304,122,0.09,10.0977,1.2319,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.2319,0,0,-53.6336,225.1789,,,,,-9,45,5,24,2,-11,STRT 1 of BRANCH /P-ME003-021/B6
-137 ,¡¡ ¡¡ ¦¢ ¦¢ ¦£ STRT 6 of BRANCH /P-ME003-H22A-008/B1, =469800554/2056,240,240,CIRC,0,0,100,100,8.4883,43.2304,467,0.09,10.0977,4.7156,ED5-3(S),0,0,0,2.75e-05,0.0011888,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.7168,0,0,-58.3505,223.947,,,,,-3,44,5,24,1,-11,STRT 6 of BRANCH /P-ME003-H22A-008/B1
-136 ,¡¡ ¡¡ ¦¢ ¦¢ ¦¢ STRT (=469784170/40641), C=469784170/40641,80,80,CIRC,0,0,100,100,2.8294,4.8034,10,0.09,1.3505,0.013505,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4152,0,0,-2.4152,221.6429,,,,,-1,45,5,23,2,-1020,STRT (=469784170/40641)
-135 ,¡¡ ¡¡ ¦¢ ¦¢ ¦§ FLEXIBLE 1 of BRANCH /P-ME003-072/B7, =469784170/40641,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,ED5-3(B),0,0,0,-0.0005045,-0.0024233,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,-0.0024233,55.9377,0,-2.4128,219.2277,,,,,-3,44,5,23,1,-20,FLEXIBLE 1 of BRANCH /P-ME003-072/B7
