No.,SecID,Name,Qflow[m3/h],Qflow[m3/h],SecType,Width[mm],Height[mm],Diam[m],Equiv. Diam[m],Vel[m/s],Pvel[Pa],Length[mm],Rough,DP/L[Pa/m],DP_Fric[Pa],FITTING T,Para1,Para2,Corr,C[-],DP[Pa],FITTING S1,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S2,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S3,Para1,Para2,Para3,Corr,C[-],DP[Pa],FITTING S4,Para1,Para2,Para3,Corr,C[-],DP[Pa],DP_Total[Pa],DP_Unbal[Pa],RoomP[Pa],Pres[Pa],Psum[Pa],56,57,58,59,TreeID,TreeLevel,BranLevel,BranID,ElemID,PathInfo,cDesc
-358 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ ¦§ STRT 1 of BRANCH /P-ME003-011/B5, =469784169/93967,80,80,CIRC,0,0,100,100,2.8294,4.8034,112,0.09,1.3505,0.15126,ED5-3(B),0,0,0,-1e-05,-4.8034e-05,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.15121,54.5686,0,-3.9061,258.8465,,,,,-3,49,7,58,1,-13,STRT 1 of BRANCH /P-ME003-011/B5
-357 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ TEE 1 of BRANCH /P-ME003-011/B3, =469784169/93953,240,240,CIRC,0,0,100,100,8.4883,43.2304,80,0.09,10.0977,0.80782,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.80782,0,0,-59.2825,258.6953,,,,,-2,48,6,57,3,-6,TEE 1 of BRANCH /P-ME003-011/B3
-356 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¡¡ STRT 1 of BRANCH /P-ME003-011/B3, =469784169/93952,240,240,CIRC,0,0,100,100,8.4883,43.2304,291,0.09,10.0977,2.9384,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.9384,0,0,-62.2209,257.8874,,,,,-9,47,6,57,2,-6,STRT 1 of BRANCH /P-ME003-011/B3
-355 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¦£ STRT 4 of BRANCH /P-ME003-001/B11, =469784169/90571,240,240,CIRC,0,0,100,100,8.4883,43.2304,342,0.09,10.0977,3.4534,ED5-3(S),0,0,0,2.75e-05,0.0011888,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,3.4546,0,0,-65.6755,254.949,,,,,-3,46,6,57,1,-6,STRT 4 of BRANCH /P-ME003-001/B11
-354 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¦¢ FLEXIBLE 1 of BRANCH /P-ME003-001/B13, =469784169/90593,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,255.3981,,,,,-1,49,6,56,4,-1016,FLEXIBLE 1 of BRANCH /P-ME003-001/B13
-353 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¦¢ STRT 2 of BRANCH /P-ME003-001/B13, =469784169/90592,80,80,CIRC,0,0,100,100,2.8294,4.8034,1002,0.09,1.3505,1.3532,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.3532,0,0,-3.7549,252.9964,,,,,-9,48,6,56,3,-16,STRT 2 of BRANCH /P-ME003-001/B13
-352 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¦¢ BEND 1 of BRANCH /P-ME003-001/B13, =469784169/90591,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-3.7549,251.6432,,,,,-9,47,6,56,2,-16,BEND 1 of BRANCH /P-ME003-001/B13
-351 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ ¦§ STRT 1 of BRANCH /P-ME003-001/B13, =469784169/90590,80,80,CIRC,0,0,100,100,2.8294,4.8034,112,0.09,1.3505,0.15126,ED5-3(B),0,0,0,-0.0005045,-0.0024233,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.14883,61.7718,0,-3.9037,251.6432,,,,,-3,46,6,56,1,-16,STRT 1 of BRANCH /P-ME003-001/B13
-350 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ TEE 1 of BRANCH /P-ME003-001/B11, =469784169/90567,320,320,CIRC,0,0,100,100,11.3177,76.854,80,0.09,17.3102,1.3848,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.3848,0,0,-67.0604,251.4944,,,,,-2,45,5,55,6,-6,TEE 1 of BRANCH /P-ME003-001/B11
-349 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ STRT 3 of BRANCH /P-ME003-001/B11, =469784169/90570,320,320,CIRC,0,0,100,100,11.3177,76.854,1405,0.09,17.3102,24.3208,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,24.3208,0,0,-91.3812,250.1096,,,,,-9,44,5,55,5,-6,STRT 3 of BRANCH /P-ME003-001/B11
-348 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ BEND 2 of BRANCH /P-ME003-001/B11, =469792361/39897,320,320,CIRC,0,0,100,100,11.3177,76.854,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-91.3812,225.7887,,,,,-9,43,5,55,4,-6,BEND 2 of BRANCH /P-ME003-001/B11
-347 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ STRT 2 of BRANCH /P-ME003-001/B11, =469792361/39900,320,320,CIRC,0,0,100,100,11.3177,76.854,863,0.09,17.3102,14.9387,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,14.9387,0,0,-106.3199,225.7887,,,,,-9,42,5,55,3,-6,STRT 2 of BRANCH /P-ME003-001/B11
-346 ,¡¡ ¡¡ ¡¡ ¦¢ ¦¢ BEND 1 of BRANCH /P-ME003-001/B11, =469792361/39896,320,320,CIRC,0,0,100,100,11.3177,76.854,0,0.09,0,0,,0,0,0,0,0,,45,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-106.3199,210.85,,,,,-9,41,5,55,2,-6,BEND 1 of BRANCH /P-ME003-001/B11
-345 ,¡¡ ¡¡ ¡¡ ¦¢ ¦§ STRT 1 of BRANCH /P-ME003-001/B11, =469792361/39894,320,320,CIRC,0,0,100,100,11.3177,76.854,1050,0.09,17.3102,18.1757,ED5-3(B),0,0,0,0.00010853,0.0083407,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,18.184,149.7951,0,-124.5039,210.85,,,,,-3,40,5,55,1,-6,STRT 1 of BRANCH /P-ME003-001/B11
-344 ,¡¡ ¡¡ ¡¡ ¦¢ TEE 1 of BRANCH /P-ME003-001/B10, =469792361/39891,780,780,CIRC,0,0,160,160,10.7761,69.6748,109,0.09,8.8172,0.96107,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.96107,0,0,-275.2602,192.666,,,,,-2,39,4,54,21,-1,TEE 1 of BRANCH /P-ME003-001/B10
-343 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 9 of BRANCH /P-ME003-001/B10, =469784169/94888,780,780,CIRC,0,0,160,160,10.7761,69.6748,1406,0.09,8.8172,12.397,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,12.397,0,0,-287.6571,191.7049,,,,,-9,38,4,54,20,-1,STRT 9 of BRANCH /P-ME003-001/B10
-342 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 7 of BRANCH /P-ME003-001/B10, =469784169/94883,780,780,CIRC,0,0,160,160,10.7761,69.6748,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-287.6571,179.308,,,,,-9,37,4,54,19,-1,BEND 7 of BRANCH /P-ME003-001/B10
-341 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 8 of BRANCH /P-ME003-001/B10, =469784169/94886,780,780,CIRC,0,0,160,160,10.7761,69.6748,246,0.09,8.8172,2.169,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2.169,0,0,-289.8261,179.308,,,,,-9,36,4,54,18,-1,STRT 8 of BRANCH /P-ME003-001/B10
-340 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 6 of BRANCH /P-ME003-001/B10, =469784169/94882,780,780,CIRC,0,0,160,160,10.7761,69.6748,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-289.8261,177.1389,,,,,-9,35,4,54,17,-1,BEND 6 of BRANCH /P-ME003-001/B10
-339 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 7 of BRANCH /P-ME003-001/B10, =469784169/94872,780,780,CIRC,0,0,160,160,10.7761,69.6748,2931,0.09,8.8172,25.8432,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,25.8432,0,0,-315.6693,177.1389,,,,,-9,34,4,54,16,-1,STRT 7 of BRANCH /P-ME003-001/B10
-338 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 5 of BRANCH /P-ME003-001/B10, =469784169/94878,780,780,CIRC,0,0,160,160,10.7761,69.6748,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-315.6693,151.2958,,,,,-9,33,4,54,15,-1,BEND 5 of BRANCH /P-ME003-001/B10
-337 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 6 of BRANCH /P-ME003-001/B10, =469784169/94881,780,780,CIRC,0,0,160,160,10.7761,69.6748,361,0.09,8.8172,3.183,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,3.183,0,0,-318.8523,151.2958,,,,,-9,32,4,54,14,-1,STRT 6 of BRANCH /P-ME003-001/B10
-336 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 4 of BRANCH /P-ME003-001/B10, =469784169/94877,780,780,CIRC,0,0,160,160,10.7761,69.6748,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-318.8523,148.1127,,,,,-9,31,4,54,13,-1,BEND 4 of BRANCH /P-ME003-001/B10
-335 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 5 of BRANCH /P-ME003-001/B10, =469784169/90521,780,780,CIRC,0,0,160,160,10.7761,69.6748,1150,0.09,8.8172,10.1398,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,10.1398,0,0,-328.9921,148.1127,,,,,-9,30,4,54,12,-1,STRT 5 of BRANCH /P-ME003-001/B10
-334 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 3 of BRANCH /P-ME003-001/B10, =469800553/5229,780,780,CIRC,0,0,160,160,10.7761,69.6748,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-328.9921,137.973,,,,,-9,29,4,54,11,-1,BEND 3 of BRANCH /P-ME003-001/B10
-333 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 4 of BRANCH /P-ME003-001/B10, =469800553/5232,780,780,CIRC,0,0,160,160,10.7761,69.6748,110,0.09,8.8172,0.96989,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.96989,0,0,-329.962,137.973,,,,,-9,28,4,54,10,-1,STRT 4 of BRANCH /P-ME003-001/B10
-332 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 2 of BRANCH /P-ME003-001/B10, =469800553/5228,780,780,CIRC,0,0,160,160,10.7761,69.6748,0,0.09,0,0,,0,0,0,0,0,,15,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-329.962,137.0031,,,,,-9,27,4,54,9,-1,BEND 2 of BRANCH /P-ME003-001/B10
-331 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 3 of BRANCH /P-ME003-001/B10, =469800553/5225,780,780,CIRC,0,0,160,160,10.7761,69.6748,1200,0.09,8.8172,10.5806,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,10.5806,0,0,-340.5426,137.0031,,,,,-9,26,4,54,8,-1,STRT 3 of BRANCH /P-ME003-001/B10
-330 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 1 of BRANCH /P-ME003-001/B10, =469784169/90520,780,780,CIRC,0,0,160,160,10.7761,69.6748,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-340.5426,126.4225,,,,,-9,25,4,54,7,-1,BEND 1 of BRANCH /P-ME003-001/B10
-329 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 2 of BRANCH /P-ME003-001/B10, =469784169/102082,780,780,CIRC,0,0,160,160,10.7761,69.6748,530,0.09,8.8172,4.6731,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,4.6731,0,0,-345.2157,126.4225,,,,,-9,24,4,54,6,-1,STRT 2 of BRANCH /P-ME003-001/B10
-328 ,¡¡ ¡¡ ¡¡ ¦¢ DAMPER 1 of BRANCH /P-ME003-001/B10, =469784169/102084,780,780,CIRC,0,0,160,160,10.7761,69.6748,140,0.09,8.8172,1.2344,,0,0,0,0,0,A-15G,0,0,0,0,0.5,34.8374,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,36.0718,0,0,-381.2875,121.7494,,,,,-9,23,4,54,5,-1,DAMPER 1 of BRANCH /P-ME003-001/B10
-327 ,¡¡ ¡¡ ¡¡ ¦¢ STRT 1 of BRANCH /P-ME003-001/B10, =469784169/90516,780,780,CIRC,0,0,160,160,10.7761,69.6748,200,0.09,8.8172,1.7634,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.7634,0,0,-383.051,85.6775,,,,,-9,22,4,54,4,-1,STRT 1 of BRANCH /P-ME003-001/B10
-326 ,¡¡ ¡¡ ¡¡ ¦¢ DAMPER 1 of BRANCH /P-ME003-901/B2, =469784169/90517,780,780,CIRC,0,0,160,160,10.7761,69.6748,200,0.09,8.8172,1.7634,,0,0,0,0,0,A-15G,0,0,0,0,0.5,34.8374,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,36.6008,0,0,-419.6518,83.9141,,,,,-9,21,4,54,3,-1,DAMPER 1 of BRANCH /P-ME003-901/B2
-325 ,¡¡ ¡¡ ¡¡ ¦¢ BEND 1 of BRANCH /P-ME003-001/B8, =469784169/94871,780,780,CIRC,0,0,160,160,10.7761,69.6748,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-419.6518,47.3133,,,,,-9,20,4,54,2,-1,BEND 1 of BRANCH /P-ME003-001/B8
-324 ,¡¡ ¡¡ ¡¡ ¦§ STRT 1 of BRANCH /P-ME003-001/B8, =469792361/42624,780,780,CIRC,0,0,160,160,10.7761,69.6748,99,0.09,8.8172,0.8729,ED5-3(S),0,0,0,0.00048651,0.033897,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.9068,0,0,-420.5586,47.3133,,,,,-3,19,4,54,1,-1,STRT 1 of BRANCH /P-ME003-001/B8
-323 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¡¡ FLEXIBLE 1 of BRANCH /P-ME003-013/B3, =469784169/91905,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,256.5671,,,,,-1,53,7,53,2,-1015,FLEXIBLE 1 of BRANCH /P-ME003-013/B3
-322 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¦£ STRT 1 of BRANCH /P-ME003-013/B3, =469792361/37027,80,80,CIRC,0,0,100,100,2.8294,4.8034,125,0.09,1.3505,0.16881,ED5-3(B),0,0,0,0.000168,0.00080697,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.16962,0.033878,0,-2.5713,254.1654,,,,,-3,52,7,53,1,-15,STRT 1 of BRANCH /P-ME003-013/B3
-321 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¦¢ FLEXIBLE 1 of BRANCH /P-ME003-013/B4, =469784169/91904,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,256.601,,,,,-1,53,7,52,2,-1014,FLEXIBLE 1 of BRANCH /P-ME003-013/B4
-320 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ ¦§ STRT 6 of BRANCH /P-ME003-013/B2, =469792361/37026,80,80,CIRC,0,0,100,100,2.8294,4.8034,150,0.09,1.3505,0.20258,ED5-3(S),0,0,0,0.000192,0.00092225,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.2035,0,0,-2.6052,254.1993,,,,,-3,52,7,52,1,-14,STRT 6 of BRANCH /P-ME003-013/B2
-319 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ TEE 1 of BRANCH /P-ME003-013/B2, =469792361/37024,160,160,CIRC,0,0,100,100,5.6588,19.2135,80,0.09,4.7651,0.38121,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.38121,0,0,-2.9864,253.9958,,,,,-2,51,6,51,9,-14,TEE 1 of BRANCH /P-ME003-013/B2
-318 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ STRT 5 of BRANCH /P-ME003-013/B2, =469792361/37023,160,160,CIRC,0,0,100,100,5.6588,19.2135,1119,0.09,4.7651,5.3322,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,5.3322,0,0,-8.3186,253.6146,,,,,-9,50,6,51,8,-14,STRT 5 of BRANCH /P-ME003-013/B2
-317 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ BEND 2 of BRANCH /P-ME003-013/B2, =469792361/37020,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-8.3186,248.2824,,,,,-9,49,6,51,7,-14,BEND 2 of BRANCH /P-ME003-013/B2
-316 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ STRT 4 of BRANCH /P-ME003-013/B2, =469784169/91784,160,160,CIRC,0,0,100,100,5.6588,19.2135,91,0.09,4.7651,0.43363,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.43363,0,0,-8.7522,248.2824,,,,,-9,48,6,51,6,-14,STRT 4 of BRANCH /P-ME003-013/B2
-315 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ BEND 1 of BRANCH /P-ME003-013/B2, =469792361/36972,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,90,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-8.7522,247.8488,,,,,-9,47,6,51,5,-14,BEND 1 of BRANCH /P-ME003-013/B2
-314 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ STRT 3 of BRANCH /P-ME003-013/B2, =469784169/101922,160,160,CIRC,0,0,100,100,5.6588,19.2135,322,0.09,4.7651,1.5344,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.5344,0,0,-10.2866,247.8488,,,,,-9,46,6,51,4,-14,STRT 3 of BRANCH /P-ME003-013/B2
-313 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ STRT 2 of BRANCH /P-ME003-013/B2, =469784169/101919,160,160,CIRC,0,0,100,100,5.6588,19.2135,2190,0.09,4.7651,10.4357,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,10.4357,0,0,-20.7223,246.3144,,,,,-9,45,6,51,3,-14,STRT 2 of BRANCH /P-ME003-013/B2
-312 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¡¡ STRT 1 of BRANCH /P-ME003-013/B2, =469792361/37028,160,160,CIRC,0,0,100,100,5.6588,19.2135,300,0.09,4.7651,1.4295,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.4295,0,0,-22.1518,235.8787,,,,,-9,44,6,51,2,-14,STRT 1 of BRANCH /P-ME003-013/B2
-311 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦£ STRT 6 of BRANCH /P-ME003-001/B3, =469792361/36970,160,160,CIRC,0,0,100,100,5.6588,19.2135,4918,0.09,4.7651,23.435,ED5-3(S),0,0,0,0.000192,0.003689,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,23.4387,0,0,-45.5905,234.4492,,,,,-3,43,6,51,1,-14,STRT 6 of BRANCH /P-ME003-001/B3
-310 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ ¡¡ FLEXIBLE 1 of BRANCH /P-ME003-001/B1, =469792361/37016,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,219.8525,,,,,-1,48,7,50,2,-1024,FLEXIBLE 1 of BRANCH /P-ME003-001/B1
-309 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ ¦£ STRT 3 of BRANCH /P-ME003-001/B1, =469792361/37012,80,80,CIRC,0,0,100,100,2.8294,4.8034,140,0.09,1.3505,0.18907,ED5-3(S),0,0,0,0.000192,0.00092225,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.18999,0.06741,0,-2.5917,217.4508,,,,,-3,47,7,50,1,-24,STRT 3 of BRANCH /P-ME003-001/B1
-308 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ ¦¢ FLEXIBLE 1 of BRANCH /P-ME003-001/B2, =469792361/37018,80,80,CIRC,0,0,100,100,2.8294,4.8034,0,0.09,0,0,,0,0,0,0,0,,0,0,0,0,0,0,SUCTION,0.5,0,0,0,0.5,2.4017,,0,0,0,0,0,0,,0,0,0,0,0,0,2.4017,0,0,-2.4017,219.9199,,,,,-1,48,7,49,2,-1023,FLEXIBLE 1 of BRANCH /P-ME003-001/B2
-307 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ ¦§ STRT 1 of BRANCH /P-ME003-001/B2, =469792361/37017,80,80,CIRC,0,0,100,100,2.8294,4.8034,190,0.09,1.3505,0.2566,ED5-3(B),0,0,0,0.000168,0.00080697,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.2574,0,0,-2.6591,217.5182,,,,,-3,47,7,49,1,-23,STRT 1 of BRANCH /P-ME003-001/B2
-306 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ TEE 1 of BRANCH /P-ME003-001/B1, =469792361/37010,160,160,CIRC,0,0,100,100,5.6588,19.2135,80,0.09,4.7651,0.38121,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.38121,0,0,-3.0403,217.2608,,,,,-2,46,6,48,4,-23,TEE 1 of BRANCH /P-ME003-001/B1
-305 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ STRT 2 of BRANCH /P-ME003-001/B1, =469792361/37005,160,160,CIRC,0,0,100,100,5.6588,19.2135,1119,0.09,4.7651,5.3322,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,5.3322,0,0,-8.3725,216.8796,,,,,-9,45,6,48,3,-23,STRT 2 of BRANCH /P-ME003-001/B1
-304 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦¢ BEND 1 of BRANCH /P-ME003-001/B1, =469792361/37007,160,160,CIRC,0,0,100,100,5.6588,19.2135,0,0.09,0,0,,0,0,0,0,0,,30,1,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,-8.3725,211.5474,,,,,-9,44,6,48,2,-23,BEND 1 of BRANCH /P-ME003-001/B1
-303 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ ¦§ STRT 1 of BRANCH /P-ME003-001/B1, =469792361/37004,160,160,CIRC,0,0,100,100,5.6588,19.2135,112,0.09,4.7651,0.5337,ED5-3(B),0,0,0,0.000168,0.0032279,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0.53692,36.6811,0,-8.9094,211.5474,,,,,-3,43,6,48,1,-23,STRT 1 of BRANCH /P-ME003-001/B1
-302 ,¡¡ ¡¡ ¡¡ ¦¢ ¡¡ TEE 1 of BRANCH /P-ME003-001/B3, =469792361/36952,320,320,CIRC,0,0,100,100,11.3177,76.854,80,0.09,17.3102,1.3848,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,1.3848,0,0,-46.9753,211.0105,,,,,-2,42,5,47,13,-14,TEE 1 of BRANCH /P-ME003-001/B3
